,Open,High,Low,Close
2020-02-19,142.66206383645948,143.68809193649122,140.4343514823892,140.517994397489
2020-02-20,140.517994397489,141.24373648453602,139.66955313674129,140.92179396465463
2020-02-21,140.92179396465463,142.32584559304007,136.5736566553867,137.51784027597444
2020-02-24,137.51784027597444,138.8583547797166,135.1131597641843,135.2680249309862
2020-02-25,135.2680249309862,136.51830328818122,134.7488136549741,135.63622607005604
2020-02-26,135.63622607005604,137.20989444805218,135.01740408735498,136.9366477050014
2020-02-27,136.9366477050014,138.19901407893815,136.431278868748,137.26529676329707
2020-02-28,137.26529676329707,137.36440012364073,136.93215810887307,137.09808106214373
2020-03-02,137.09808106214373,137.1401050544654,136.03916969602952,136.6115005587624
2020-03-03,136.6115005587624,136.96352501944074,133.11474067944062,134.12223748465482
2020-03-04,134.12223748465482,134.74271774535126,132.8486069111754,132.94300663534744
2020-03-05,132.94300663534744,134.09731420982538,132.09917751973217,132.20517965139365
2020-03-06,132.20517965139365,134.98411028357964,131.73615362767032,134.00963367697355
2020-03-09,134.00963367697355,135.62294737393796,132.74763050059116,134.62309288404703
2020-03-10,134.62309288404703,135.19590517089648,130.81664291214372,131.6971339260916
2020-03-11,131.6971339260916,132.7250102864498,130.8033450443364,132.26745089007116
2020-03-12,132.26745089007116,132.75821440368495,131.1821434255522,131.65864237196206
2020-03-13,131.65864237196206,132.95896837896956,129.7965092239543,130.5716619855921
2020-03-16,130.5716619855921,131.6659079276446,130.55843353022826,131.61311896983307
2020-03-17,131.61311896983307,134.52191385498108,130.77593312350967,133.36559216591243
2020-03-18,133.36559216591243,135.75277049998428,132.14758162010338,134.97172233430902
2020-03-19,134.97172233430902,135.56372912001305,132.7656662856398,133.58396622067036
2020-03-20,133.58396622067036,134.55279416877215,131.93339987892534,133.09626003077048
2020-03-23,133.09626003077048,134.3353295857777,132.1326789703146,133.68472753742483
2020-03-24,133.68472753742483,136.5525287276708,133.52355934693213,135.37017416904672
2020-03-25,135.37017416904672,136.5894558511026,133.3728545004108,134.58744333396967
2020-03-26,134.58744333396967,135.15502674745298,134.21573617908817,134.3049735666869
2020-03-27,134.3049735666869,134.6767670665887,131.77010021484014,132.47748690335277
2020-03-30,132.47748690335277,133.262217732337,130.3414631972478,130.5269905073291
2020-03-31,130.5269905073291,133.10486179431024,130.51171022065165,131.90144139072123
2020-04-01,131.90144139072123,134.4892818657842,131.3447721184502,134.20655938998405
2020-04-02,134.20655938998405,135.04262140793395,133.72108639735802,134.11678551041095
2020-04-03,134.11678551041095,136.7135851021555,133.46497727056487,135.8555753315834
2020-04-06,135.8555753315834,137.50923031019684,135.07141710464694,136.50846894764197
2020-04-07,136.50846894764197,136.68806998023905,135.3764640679082,135.43570238770766
2020-04-08,135.43570238770766,137.06030472550864,135.2691120109968,136.0861659759739
2020-04-09,136.0861659759739,140.04349458174423,135.3259309571282,138.78192177995965
2020-04-10,138.78192177995965,139.03128945156374,138.27617416849563,138.75232685603297
2020-04-13,138.75232685603297,141.88457733267592,137.7405816752408,141.54833870254737
2020-04-14,141.54833870254737,142.92333232040136,136.09176497452682,136.98530870299436
2020-04-15,136.98530870299436,138.6946718515649,135.82695495594666,138.44411990216048
2020-04-16,138.44411990216048,139.81346227335553,137.48540430289268,138.6290364508377
2020-04-17,138.6290364508377,139.31147649989245,137.54676114507294,138.14067081944094
2020-04-20,138.14067081944094,138.67540018330465,137.21103021287433,138.33339703954536
2020-04-21,138.33339703954536,139.53793495769412,134.57291381345806,134.9445256327389
2020-04-22,134.9445256327389,135.5454406967199,134.19130436551828,134.60361340321558
2020-04-23,134.60361340321558,135.9390359385888,133.54161086874706,135.24278262370456
2020-04-24,135.24278262370456,138.31245048014597,134.63903244754778,137.8173645179701
2020-04-27,137.8173645179701,138.6345537543046,135.85960314905608,136.95300904905204
2020-04-28,136.95300904905204,137.17695991307076,134.48217621270345,135.59735923314014
2020-04-29,135.59735923314014,136.12765546928833,133.61918427999603,134.77496360849923
2020-04-30,134.77496360849923,137.692779221952,133.53956880297156,136.37078403742794
2020-05-01,136.37078403742794,137.32295775510948,135.78304611312853,136.96939395673903
2020-05-04,136.96939395673903,137.86892218605294,135.65670686474854,136.09065480576007
2020-05-05,136.09065480576007,137.45169205137037,135.29833671924922,137.00616162638573
2020-05-06,137.00616162638573,138.2677508864919,136.49763253601822,137.20649551697173
2020-05-07,137.20649551697173,139.10608083866634,136.3817827172473,138.92426556669312
2020-05-08,138.92426556669312,140.2715823308797,136.76185400947995,137.7336834077033
2020-05-11,137.7336834077033,138.3587044579699,136.25444759468508,137.19893192739084
2020-05-12,137.19893192739084,137.52279064191185,136.04386444312675,136.55533639798543
2020-05-13,136.55533639798543,136.65570012854351,133.86870038087986,134.09244730892232
2020-05-14,134.09244730892232,134.854236733453,133.51513998259543,134.62569896717687
2020-05-15,134.62569896717687,135.80359503708212,134.43373060402035,135.1013732945556
2020-05-18,135.1013732945556,135.59768384975865,133.89883997636815,135.14225017397166
2020-05-19,135.14225017397166,136.26242180594318,134.30935167632347,134.7755097872722
2020-05-20,134.7755097872722,135.35624064389714,132.22047736209046,132.4250207143463
2020-05-21,132.4250207143463,132.75438064134,131.7229108696346,131.7564399321289
2020-05-22,131.7564399321289,132.569568195698,130.37255974366542,131.22000793016534
2020-05-25,131.22000793016534,132.147441050211,129.10374734876257,129.93128269937355
2020-05-26,129.93128269937355,130.14832239295478,129.25664795492918,129.69840613019815
2020-05-27,129.69840613019815,130.60993015315663,129.6053969533569,130.39136916205956
2020-05-28,130.39136916205956,133.60783583608983,129.85724843752226,133.55885789710283
2020-05-29,133.55885789710283,134.8707443970337,133.14319936512018,133.88481392939076
2020-06-01,133.88481392939076,135.24377196851702,132.97825222080405,134.35193772296435
2020-06-02,134.35193772296435,134.9896135015657,133.44463962888148,134.2579464089683
2020-06-03,134.2579464089683,135.39131231794573,130.6045653608396,131.08248387581637
2020-06-04,131.08248387581637,132.1385763241494,130.78431578259796,131.06990735158598
2020-06-05,131.06990735158598,131.96862798334723,129.7748895261455,131.20063931500044
2020-06-08,131.20063931500044,136.54374138063335,130.60498628549067,135.3683766433422
2020-06-09,135.3683766433422,135.647020547832,134.1431905125762,135.0728622227866
2020-06-10,135.0728622227866,135.77106992727616,134.88301330653945,135.6192853392945
2020-06-11,135.6192853392945,135.98511783463937,134.93384624700465,135.59226833557673
2020-06-12,135.59226833557673,135.6696736986697,133.60545438958155,133.642255082991
2020-06-15,133.642255082991,136.33300226171283,132.9667534649831,135.61266908741163
2020-06-16,135.61266908741163,138.21864692793974,134.30533935115207,136.93609566117073
2020-06-17,136.93609566117073,138.39499524596562,136.40997798913986,138.34056716866058
2020-06-18,138.34056716866058,138.5094947162712,136.7438376003604,136.79718304706356
2020-06-19,136.79718304706356,139.8992963981399,136.75483639709597,139.26952097758428
2020-06-22,139.26952097758428,140.57012424102473,136.33295246152272,136.86396653080035
2020-06-23,136.86396653080035,138.34849956599373,136.64495005531842,137.91248083829856
2020-06-24,137.91248083829856,142.52452017718898,137.88027538292462,141.80523466641864
2020-06-25,141.80523466641864,141.8641871567526,139.0206058631349,140.07990920696705
2020-06-26,140.07990920696705,140.28770822818944,138.47927560341736,139.11715979035915
2020-06-29,139.11715979035915,140.6997216503277,138.7147706787487,139.32509826203244
2020-06-30,139.32509826203244,140.66975083418723,137.2306865136599,138.47709556315348
2020-07-01,138.47709556315348,138.4839363052728,135.6725748069904,135.8303267360987
2020-07-02,135.8303267360987,137.27435613164263,134.5318990673968,135.9800816883052
2020-07-03,135.9800816883052,136.84915750183296,133.78287326890032,134.20422988404883
2020-07-06,134.20422988404883,136.21156168579765,133.01195457736534,135.03952890955793
2020-07-07,135.03952890955793,135.6536074683699,132.71106240081323,133.51608814322685
2020-07-08,133.51608814322685,136.8834902825583,132.41230081610786,136.1813446777341
2020-07-09,136.1813446777341,136.8470625241391,133.54901712048388,134.87621684831154
2020-07-10,134.87621684831154,135.7756581304033,133.97453248899268,134.36203991848177
2020-07-13,134.36203991848177,135.96818631622685,133.07063867390772,135.77856983975545
2020-07-14,135.77856983975545,135.81926755141419,133.2002499849173,133.7210693396652
2020-07-15,133.7210693396652,134.549807638836,133.20555869821928,134.13676039091195
2020-07-16,134.13676039091195,137.35770661868068,133.6801761564765,136.39654639519657
2020-07-17,136.39654639519657,136.67186753267177,132.96997491596204,133.69380333778514
2020-07-20,133.69380333778514,134.9397184604578,133.48772096690314,134.03706936269123
2020-07-21,134.03706936269123,135.81329278531098,133.29489071499273,134.50867692475822
2020-07-22,134.50867692475822,136.00007178152953,133.78003694874778,135.87248654410374
2020-07-23,135.87248654410374,136.78636776668452,132.78385249283414,133.80330227821705
2020-07-24,133.80330227821705,134.39705472551339,130.52976579877964,131.62707485823486
2020-07-27,131.62707485823486,133.67755982692051,131.0473347923525,132.5270366235174
2020-07-28,132.5270366235174,133.29121961551718,132.1263633274243,133.05551205606173
2020-07-29,133.05551205606173,134.43258097840166,132.71045268049642,133.5078708168595
2020-07-30,133.5078708168595,135.24792720929693,133.24803267637276,134.1238150086501
2020-07-31,134.1238150086501,135.39076763692285,132.9346046500963,133.011282438474
2020-08-03,133.011282438474,134.34450269507175,132.5557879901413,133.43282554544135
2020-08-04,133.43282554544135,134.62431704131814,133.07222641385988,133.95831012906427
2020-08-05,133.95831012906427,134.7859678512169,131.50640680515838,132.78970964581706
2020-08-06,132.78970964581706,137.16202733777214,132.04912971477052,135.9804861159919
2020-08-07,135.9804861159919,137.60800494378373,135.508257110149,136.82725528904604
2020-08-10,136.82725528904604,136.86883306879227,134.03845189740176,134.82104437934518
2020-08-11,134.82104437934518,137.23909392107555,134.6333779328493,135.9732526988373
2020-08-12,135.9732526988373,136.91082465044354,133.74916329098448,134.3457170498653
2020-08-13,134.3457170498653,136.63501377546734,133.5043980603398,135.7168709765529
2020-08-14,135.7168709765529,138.04232502585063,135.053354136972,137.74524276359963
2020-08-17,137.74524276359963,138.6528261541057,135.81294044515704,136.36080926920138
2020-08-18,136.36080926920138,138.60259140136935,135.00558956318883,138.05882682364728
2020-08-19,138.05882682364728,139.71571317296872,136.8434745906691,138.8117254408973
2020-08-20,138.8117254408973,140.43980518041312,137.94636487387484,140.29026553515206
2020-08-21,140.29026553515206,144.6628628635941,139.4914845232524,143.71742453439816
2020-08-24,143.71742453439816,145.15375620151903,142.41845521313164,143.30791077980416
2020-08-25,143.30791077980416,143.3770024454396,141.70143868391597,141.98727626259986
2020-08-26,141.98727626259986,143.374739271117,139.88344104468376,140.43836603491138
2020-08-27,140.43836603491138,141.00982092621655,138.9805360869162,139.03539880583799
2020-08-28,139.03539880583799,140.24605433813,138.27278954649577,138.93348221591603
2020-08-31,138.93348221591603,140.65708215345225,138.17903925213517,139.56514472035528
2020-09-01,139.56514472035528,140.8801739449359,139.2472854715626,140.08586431492654
2020-09-02,140.08586431492654,142.63266313015967,138.7353961721295,141.58711420491173
2020-09-03,141.58711420491173,142.88839486892024,140.29944366628217,141.64403002350937
2020-09-04,141.64403002350937,144.8793375832457,140.62115724226746,144.29617854315126
2020-09-07,144.29617854315126,144.76807489785585,143.08281279899768,143.85008994422714
2020-09-08,143.85008994422714,149.89491309024737,142.5986385255869,148.90086079254905
2020-09-09,148.90086079254905,151.3276701737991,148.70631832795027,150.11497246053048
2020-09-10,150.11497246053048,151.2592765806711,147.3637322761571,148.53793923401608
2020-09-11,148.53793923401608,149.7229951869584,146.39925882129884,146.5822239463594
2020-09-14,146.5822239463594,148.15360051466138,145.41805229437534,147.51106691965683
2020-09-15,147.51106691965683,148.7174628975706,146.72563974947343,147.13138037928005
2020-09-16,147.13138037928005,148.67473842937815,145.84090490025133,148.49623251101573
2020-09-17,148.49623251101573,150.23339292042346,147.09436556836692,149.41981829958928
2020-09-18,149.41981829958928,149.42842287964206,149.0961479197147,149.31832757272605
2020-09-21,149.31832757272605,149.80299370547118,147.08526582831496,147.76895674302455
2020-09-22,147.76895674302455,148.31047312996847,143.5874787413174,145.01000862298147
2020-09-23,145.01000862298147,145.58449867724596,143.53365026867365,144.23087303388846
2020-09-24,144.23087303388846,146.84441228034592,142.98537090310322,145.83021098549514
2020-09-25,145.83021098549514,146.8272140825369,144.9716625646329,146.2589132263659
2020-09-28,146.2589132263659,146.9151676425296,143.47507559539423,144.01560924897828
2020-09-29,144.01560924897828,144.70747421596005,143.6040363203543,144.36454471293104
2020-09-30,144.36454471293104,145.64321067606835,144.07116262273306,145.10161629356946
2020-10-01,145.10161629356946,145.43138819607267,142.43556048104867,143.52896151396524
2020-10-02,143.52896151396524,143.94674117988507,142.97416393869133,143.84145509806407
2020-10-05,143.84145509806407,144.85011154101326,143.10602903367516,143.9812586608913
2020-10-06,143.9812586608913,144.943359858784,141.25768166299036,141.9565700277728
2020-10-07,141.9565700277728,143.51545821454036,141.13708451838383,142.63186756464418
2020-10-08,142.63186756464418,144.34330238178185,141.39727871662714,143.67736634647642
2020-10-09,143.67736634647642,146.23928183919892,142.26826588689204,145.68598717619003
2020-10-12,145.68598717619003,148.94313193338348,145.092194098355,147.66826213662011
2020-10-13,147.66826213662011,148.4347811877985,143.96061566886783,145.16185750742275
2020-10-14,145.16185750742275,145.85744682182903,142.39392491840718,143.49095313796187
2020-10-15,143.49095313796187,144.49650296835406,142.6679909789961,144.4594605784089
2020-10-16,144.4594605784089,145.9285002329858,143.07836003187182,145.43221595536954
2020-10-19,145.43221595536954,146.9705081037616,145.1406614250108,146.4138490643233
2020-10-20,146.4138490643233,154.34578459518866,146.25387112835924,153.73266371063104
2020-10-21,153.73266371063104,155.7778170072096,152.41984523175478,154.8792503907759
2020-10-22,154.8792503907759,157.98696038890074,154.1990984466811,157.1484124578846
2020-10-23,157.1484124578846,160.053590031291,155.81741434948546,159.08649512547663
2020-10-26,159.08649512547663,161.66279136162356,157.66570921972232,160.43564596012754
2020-10-27,160.43564596012754,161.73996488160043,159.7378777033267,159.83770848974524
2020-10-28,159.83770848974524,162.57098800672856,158.42559865727395,161.41185224797127
2020-10-29,161.41185224797127,162.9541807442804,159.1691271540022,159.88592622813684
2020-10-30,159.88592622813684,159.91507756182426,158.633683153275,159.44755527833863
2020-11-02,159.44755527833863,159.75971849028423,157.52001223944816,158.51324435768427
2020-11-03,158.51324435768427,158.72662594159553,157.0448052325911,158.71462255311982
2020-11-04,158.71462255311982,164.508409580731,158.68428251599872,163.45011143890656
2020-11-05,163.45011143890656,164.91794337192076,158.9263265984395,159.68778738227311
2020-11-06,159.68778738227311,161.5050811799699,158.58957926937558,161.11280003436784
2020-11-09,161.11280003436784,162.606371346775,156.76865988130504,157.90988561151275
2020-11-10,157.90988561151275,158.00505377858005,155.9237994783245,157.01115263142736
2020-11-11,157.01115263142736,160.70580474234725,156.80007448520212,159.21801425597508
2020-11-12,159.21801425597508,159.94538746736603,158.7413225453997,159.38495380972464
2020-11-13,159.38495380972464,159.54660335030187,156.7086818421914,157.27284395070745
2020-11-16,157.27284395070745,158.03698828433312,154.64487659518338,155.89898604532706
2020-11-17,155.89898604532706,157.6808366509783,155.4644022307315,157.27698620398942
2020-11-18,157.27698620398942,157.725025718707,155.54507519459935,155.873508414182
2020-11-19,155.873508414182,156.8167991967414,154.38110059566523,156.33639314906662
2020-11-20,156.33639314906662,157.71987026570517,156.3225366088057,156.4634284148967
2020-11-23,156.4634284148967,157.30701863306834,153.6723404614993,155.22116966484865
2020-11-24,155.22116966484865,160.00554872464446,154.17059972822136,159.50898497357613
2020-11-25,159.50898497357613,161.80788960148524,158.18750200320716,160.8263122851558
2020-11-26,160.8263122851558,161.97807100491426,156.35016376411446,156.81216281158737
2020-11-27,156.81216281158737,157.64700739355106,156.78971471506517,157.2183923225125
2020-11-30,157.2183923225125,157.86856757139486,154.79941618532703,155.95012461904972
2020-12-01,155.95012461904972,157.86371644253688,154.6492750805241,157.6715367660684
2020-12-02,157.6715367660684,157.9571577293215,154.9860244062712,156.142220279342
2020-12-03,156.142220279342,157.20573281924194,155.73101998448692,155.953800436467
2020-12-04,155.953800436467,157.2713863788102,154.77880095815775,156.98655257171976
2020-12-07,156.98655257171976,159.579722796514,155.77944720415042,158.74604668629854
2020-12-08,158.74604668629854,159.8716295959599,155.37077109197568,156.4007332874788
2020-12-09,156.4007332874788,156.56788957891408,154.58662760379718,155.78008364472169
2020-12-10,155.78008364472169,156.66384309498633,153.5773643868661,154.8875917327338
2020-12-11,154.8875917327338,155.2849756496913,152.7116672701084,153.65449758902554
2020-12-14,153.65449758902554,158.66110153409394,153.51835246093523,157.14788234116415
2020-12-15,157.14788234116415,158.75330812786538,156.3815855645655,157.98935746755026
2020-12-16,157.98935746755026,159.26273991817635,155.41567919708956,155.5364522174082
2020-12-17,155.5364522174082,158.24894203805383,154.90257424568105,157.38297911413162
2020-12-18,157.38297911413162,161.75631489112277,156.74226279337876,161.68612284991886
2020-12-21,161.68612284991886,164.87942205405207,161.57939409222922,163.84205383638547
2020-12-22,163.84205383638547,165.40085261252486,160.21303638939065,160.7738485865134
2020-12-23,160.7738485865134,161.74108306331402,159.65662770116225,159.83404044728007
2020-12-24,159.83404044728007,163.77511262792655,158.5422054548048,162.4443863124904
2020-12-25,162.4443863124904,163.8807300756121,159.51467615475684,161.0408409210784
2020-12-28,161.0408409210784,162.35185074854076,160.92438186119853,161.98240165624577
2020-12-29,161.98240165624577,163.95688025279063,160.43528310489063,163.6099537882065
2020-12-30,163.6099537882065,164.60957950172033,160.90363822800444,161.74890012976715
2020-12-31,161.74890012976715,162.4137341588997,161.18183329571494,161.66612953267128
2021-01-01,161.66612953267128,163.0239007944586,155.11493040866316,155.23424667219473
2021-01-04,155.23424667219473,156.6313907876772,152.51278874149963,153.28014635227296
2021-01-05,153.28014635227296,153.8218711597084,151.6153040452949,152.82955864530848
2021-01-06,152.82955864530848,153.19156687514985,149.41756374363445,150.48159877937815
2021-01-07,150.48159877937815,154.84433248382618,150.40601787432405,153.64509332748491
2021-01-08,153.64509332748491,154.0673193172724,150.82739103743913,150.93742719211926
2021-01-11,150.93742719211926,152.1790600801978,149.53381391117972,150.13868255007057
2021-01-12,150.13868255007057,151.05939730322794,149.6953372926114,150.42200173995155
2021-01-13,150.42200173995155,154.2376257263929,150.07244458948082,153.21484021483914
2021-01-14,153.21484021483914,153.36121449327968,150.08098566134197,150.5039084150216
2021-01-15,150.5039084150216,153.71509372496044,149.29463548291957,152.76207328619526
2021-01-18,152.76207328619526,153.50853327495332,151.34256524591027,152.8181502648128
2021-01-19,152.8181502648128,153.7145944675344,150.36439500055286,150.9760028562134
2021-01-20,150.9760028562134,152.1489060992749,149.6079926837534,151.89370309740147
2021-01-21,151.89370309740147,153.433720742887,151.4053713714771,152.3113781864683
2021-01-22,152.3113781864683,153.62551630622693,150.47956344102485,151.1999358587842
2021-01-25,151.1999358587842,151.69707595086905,150.85818015906415,151.36899908485313
2021-01-26,151.36899908485313,151.5138812495225,149.70681274333953,150.6718297149719
2021-01-27,150.6718297149719,150.95907836475246,149.19678095617397,150.92340220645784
2021-01-28,150.92340220645784,153.2011543158694,150.01258989382808,152.2239201317659
2021-01-29,152.2239201317659,156.27624006468147,151.67924150614468,155.3332213418505
2021-02-01,155.3332213418505,156.1824240440118,151.97506500957712,152.9660054795082
2021-02-02,152.9660054795082,157.53446901147564,152.7779786277514,157.16991795082083
2021-02-03,157.16991795082083,157.78430458385037,152.02504677533224,153.38814444902914
2021-02-04,153.38814444902914,154.3000006687598,152.36117395861234,153.13155423153088
2021-02-05,153.13155423153088,155.07408171657684,152.4434579876102,154.30753303175192
2021-02-08,154.30753303175192,156.421647079597,153.4034995297876,154.89164979094014
2021-02-09,154.89164979094014,155.10298357464592,152.75742711195784,153.71783131625162
2021-02-10,153.71783131625162,154.78639244924662,153.24173519640294,153.35180469058253
2021-02-11,153.35180469058253,153.9718348181732,151.3979724832414,152.4385442379922
2021-02-12,152.4385442379922,153.09128549741752,150.98070925708132,151.34686527133715
2021-02-15,151.34686527133715,154.11001829274022,150.26632034251625,153.01200754540565
2021-02-16,153.01200754540565,154.80294179072246,151.75343054375892,153.73840152012886
2021-02-17,153.73840152012886,155.26234263981905,151.21287990501452,152.43842156395672
2021-02-18,152.43842156395672,154.41068354717368,151.59619781011455,154.21268326824327
2021-02-19,154.21268326824327,155.00896749097117,153.41051531975734,154.8477560350838
2021-02-22,154.8477560350838,157.61240578639814,154.62651581503616,156.47896788139082
2021-02-23,156.47896788139082,158.6752229476972,155.2657142277319,157.76274387720113
2021-02-24,157.76274387720113,158.19526726739792,155.73693031289994,156.16076527844302
2021-02-25,156.16076527844302,156.28478717283554,154.3290745347261,155.09944638574004
2021-02-26,155.09944638574004,156.73803209161733,154.65853884139136,156.60388794240592
2021-03-01,156.60388794240592,159.2618678151236,156.39430752277872,157.85038408501316
2021-03-02,157.85038408501316,158.15324739401532,156.85266581651973,157.84639997684044
2021-03-03,157.84639997684044,158.6288485799055,157.76063881583832,158.1175414162491
2021-03-04,158.1175414162491,161.08591377252094,156.93380197811885,160.72162791309248
2021-03-05,160.72162791309248,161.2921837548569,159.05943285290007,159.5661940147918
2021-03-08,159.5661940147918,160.8196768188474,159.56597909029094,160.70810707531123
2021-03-09,160.70810707531123,161.54227823986898,159.51788195562483,160.33741319556657
2021-03-10,160.33741319556657,160.44582143102554,159.86142852018514,159.93636175809843
2021-03-11,159.93636175809843,163.50263164485713,159.49466621503623,162.20441802918518
2021-03-12,162.20441802918518,164.3222004300832,161.05767093210446,163.93905505145815
2021-03-15,163.93905505145815,166.56201245681035,163.83628227815592,165.66738881857586
2021-03-16,165.66738881857586,169.93737185938792,164.27687865494048,168.45483607510502
2021-03-17,168.45483607510502,169.6365285148113,168.4484012306523,168.5395427730062
2021-03-18,168.5395427730062,170.9405300420411,168.12354695239864,170.03431889965586
2021-03-19,170.03431889965586,170.58579758772728,168.15610934898527,169.41128442688336
2021-03-22,169.41128442688336,170.71168627879794,168.8754871039681,170.14509984135145
2021-03-23,170.14509984135145,171.28419908969823,169.73367738342748,169.90679947890308
2021-03-24,169.90679947890308,171.84664511375004,169.29473755683185,170.15506662135505
2021-03-25,170.15506662135505,172.61145319950788,169.69497874476778,171.4765541626561
2021-03-26,171.4765541626561,172.43302194645293,168.3277888408271,169.7583627687926
2021-03-29,169.7583627687926,175.6082513170851,169.22642847412996,174.33447558172432
2021-03-30,174.33447558172432,175.1454893462759,170.82140319741566,172.17978543454302
2021-03-31,172.17978543454302,172.28333839098838,168.09364256663932,169.60631403737892
2021-04-01,169.60631403737892,173.10807158743705,168.87053230238308,172.14013310016682
2021-04-02,172.14013310016682,175.57243122167958,170.57375576120003,173.9070533076671
2021-04-05,173.9070533076671,175.6289868207933,173.25087059842187,175.32164282233597
2021-04-06,175.32164282233597,177.97678189431662,173.63140470444995,176.75714892188046
2021-04-07,176.75714892188046,177.1271562863813,176.59932330404317,176.7719618628952
2021-04-08,176.7719618628952,177.71915497294282,173.62545167412264,174.82654371238846
2021-04-09,174.82654371238846,175.20447912831145,173.96322569309112,175.03526125210306
2021-04-12,175.03526125210306,175.8235691969861,172.91671890491716,173.5896370593726
2021-04-13,173.5896370593726,177.10641075621228,172.49131480542135,175.77724766879945
2021-04-14,175.77724766879945,176.38819932778722,174.25843275913476,175.49365731149013
2021-04-15,175.49365731149013,176.66053521468564,173.71170826469552,173.71928810567016
2021-04-16,173.71928810567016,175.1011381147909,172.76957976376943,173.0585062853526
2021-04-19,173.0585062853526,175.6159178799774,171.82451944099816,174.0026043273377
2021-04-20,174.0026043273377,174.4108876606141,171.66071529447296,172.81231133004374
2021-04-21,172.81231133004374,173.50237839366253,169.41947695904923,171.0721148565922
2021-04-22,171.0721148565922,171.90060935586177,169.77019141395232,171.63900402860133
2021-04-23,171.63900402860133,173.91970873758893,170.0071072224755,172.210547465022
2021-04-26,172.210547465022,173.80694090689045,169.95247745115566,171.1549100143721
2021-04-27,171.1549100143721,172.07907315481998,169.67547645866276,170.18270978389612
2021-04-28,170.18270978389612,172.1591522367553,170.00339690404792,170.72161936103677
2021-04-29,170.72161936103677,171.6110072560261,166.36418304508632,167.67510704485213
2021-04-30,167.67510704485213,168.72070501472712,163.7059139839384,164.76726101300082
2021-05-03,164.76726101300082,164.91410889869178,163.2427752506109,163.3214733560031
2021-05-04,163.3214733560031,164.55499213458057,162.3350484104067,162.92164856511897
2021-05-05,162.92164856511897,163.80896215983995,161.36281453226394,163.60002287140284
2021-05-06,163.60002287140284,168.08623378222097,162.7813664825722,166.70910383872518
2021-05-07,166.70910383872518,169.87856396355832,165.98770497401767,168.5603744903613
2021-05-10,168.5603744903613,169.75503720705746,167.4909881608539,168.26111863648973
2021-05-11,168.26111863648973,168.3219624972639,167.90940063733524,168.2608685229407
2021-05-12,168.2608685229407,168.77091492739362,165.5757991147999,166.18854820920333
2021-05-13,166.18854820920333,166.62661958111502,165.57396092799306,166.18935449957294
2021-05-14,166.18935449957294,166.78786287046782,165.53877856565904,165.62549182533982
2021-05-17,165.62549182533982,166.48565953650004,164.35420416551491,166.33987470134824
